Country,Year,Air_Pollution_Index,Water_Pollution_Index,Soil_Pollution_Index,Industrial_Waste (in tons),Energy_Recovered (in GWh),CO2_Emissions (in MT),Renewable_Energy (%),Plastic_Waste_Produced (in tons),Energy_Consumption_Per_Capita (in MWh),Population (in millions),GDP_Per_Capita (in USD),Energy_Recovered_Per_Capita,Average_Pollution_Index,Energy_Efficiency_Score,Air_Severity,Water_Severity,Soil_Severity,Overall_Severity,Energy_Recovery_Level,Energy_Consumption_Level
Bahrain,2002,0.1381788814859681,0.35745288067067005,0.7731749710312862,9918.21,203.13,39.99,17.7,38620.92,1.88,181.04,48475.25,0.012919037136987646,0.38304842318960924,0.25991926095612333,Low,Low,Medium,Low,Medium_Recovery,Low_Consumption
Egypt,2012,0.8708257621643449,0.5567512931803318,0.24384414831981463,43761.63,470.18,4.24,6.4,13238.16,5.09,159.1,22212.55,0.0356249190444224,0.7103375089394881,0.28478256835968013,High,Medium,Low,Medium,High_Recovery,Low_Consumption
United Arab Emirates,2001,0.11899858671512217,0.8119983352161245,0.4985515643105446,78850.46,290.25,8.32,24.43,39146.2,9.17,33.09,15479.03,0.10766376900801687,0.46097769165109453,0.10348458142381173,Low,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Ecuador,2005,0.2307288512012922,0.3411023247517688,0.6871378910776361,15653.23,272.72,42.2,31.56,14225.73,11.81,24.27,68696.56,0.1381993415302643,0.4021731607723718,0.07647469729445379,Medium,Low,Medium,Medium,Medium_Recovery,Medium_Consumption
Switzerland,2016,0.7893397940642036,0.40947737677626495,0.33480590961761303,34280.65,324.28,17.62,33.13,3588.18,8.67,198.76,30311.55,0.01922953747932868,0.6356149214478508,0.12209226294485653,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Morocco,2017,0.9570361397133054,0.3481776562221297,0.9747972190034762,48109.61,355.02,19.39,37.03,19735.23,15.07,115.33,53648.63,0.037148966595535945,0.911504833091102,0.07946425126593781,High,Low,Medium,Medium,High_Recovery,High_Consumption
Malta,2003,0.10002018978396934,0.6801831262262917,0.7618047508690614,74786.19,28.87,27.18,23.27,49799.95,18.02,88.74,8708.83,0.0030515241734991065,0.4828477172584031,0.002817137231906438,Low,Medium,Medium,Medium,Low_Recovery,High_Consumption
Suriname,2014,0.5119725418938019,0.6053867649681907,0.052578215527230576,55267.09,63.56,9.13,24.58,13282.81,4.99,74.56,2297.64,0.009580474112620094,0.46326158673033885,0.036692690554874556,Medium,Medium,Low,Medium,Low_Recovery,Low_Consumption
Montenegro,2012,0.7923278820916618,0.5763719602830132,0.35211471610660494,26993.24,233.88,30.68,14.5,40733.64,2.65,41.83,34413.59,0.0682731035230652,0.7075922209149421,0.2358735543803182,High,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Eritrea,2014,0.8072279426610138,0.6501575599024911,0.1477404403244496,40454.18,440.11,10.18,12.8,9307.51,4.94,141.72,30756.08,0.03748576692269014,0.6796318084296491,0.2731866711656979,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Kuwait,2017,0.6186553603876439,0.5374873654795173,0.535486674391657,44014.62,440.11,6.73,11.26,3935.22,5.12,133.45,14548.22,0.03986939338156127,0.651694465591621,0.2650683116866778,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Gibraltar,2016,0.6898445386634364,0.9831737915452762,0.10052143684820394,70089.18,130.4,39.33,29.99,48981.39,8.55,195.63,3262.7,0.00727792737032063,0.7267400281449694,0.048030678514116416,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
Armenia,2012,0.051322430849989914,0.2809322789702122,0.48631228273464655,76441.26,273.56,16.11,42.95,10433.12,4.4,30.44,46525.43,0.11033075102730962,0.212356103075184,0.1858882330548333,Low,Low,Low,Low,Medium_Recovery,Low_Consumption
Haiti,2016,0.39160104986876654,0.3218978536179321,0.3127896871378911,48611.33,492.08,43.03,21.21,19935.41,17.88,90.24,41929.16,0.06656154224229513,0.367384132696611,0.09425951945184907,Medium,Low,Low,Low,High_Recovery,High_Consumption
Pakistan,2011,0.6407026044821322,0.5092454961650514,0.55779258400927,20612.74,29.23,35.78,23.78,32451.42,1.93,195.12,33366.68,0.0008774940462872845,0.6604378619050915,0.034327402772089566,High,Medium,Low,Medium,Low_Recovery,Low_Consumption
Malawi,2015,0.8107813446396126,0.7763838515964089,0.6452780996523755,40136.56,199.82,14.3,17.98,5867.31,11.91,107.19,63688.52,0.02211108753236796,0.8891272752439612,0.05482383998467636,High,Medium,Medium,Medium,Medium_Recovery,Medium_Consumption
Mayotte,2004,0.8298405007066427,0.445032403829003,0.3437862108922364,57561.74,384.93,5.25,44.27,27261.29,1.56,25.18,3986.42,0.18836415622224614,0.6754100629801372,0.5573251630617877,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Sweden,2000,0.47494447809408447,0.07253701171294369,0.8958574739281575,56555.59,481.67,43.98,10.65,21847.05,9.0,5.96,21813.56,1.0,0.5039795141532286,0.1766035812468387,Medium,Low,Medium,Medium,High_Recovery,Medium_Consumption
Moldova,2005,0.604724409448819,0.6135323146441524,0.7350811123986095,99710.8,103.03,19.21,5.52,30891.33,4.72,186.28,1708.8,0.005872491341645594,0.7368214639998152,0.06426516112047498,High,Medium,Medium,Medium,Low_Recovery,Low_Consumption
Chad,2017,0.08778518069856658,0.46203698198466026,0.01332560834298957,52900.53,225.38,41.64,34.18,5759.36,12.38,153.94,7658.75,0.01715569172333664,0.152790273836713,0.05991504021220744,Low,Medium,Low,Low,Medium_Recovery,Medium_Consumption
Austria,2010,0.2643650312941652,0.9601641001248588,0.374710312862109,24989.19,443.35,15.83,11.48,22358.29,3.97,189.61,9541.76,0.027982588040514785,0.5620688859667335,0.3294872300249382,Medium,Medium,Low,Medium,High_Recovery,Low_Consumption
Bangladesh,2013,0.37314758732081577,0.870860336524169,0.7261732329084589,27359.45,389.1,26.73,44.82,13320.31,7.78,185.63,42523.65,0.02498381504055544,0.7015249036842226,0.16225942475333802,Medium,Medium,Medium,Medium,High_Recovery,Medium_Consumption
Afghanistan,2002,0.613607914395316,0.6407634223199953,0.24587195828505218,43576.51,150.1,9.58,34.61,2225.61,9.43,32.05,41544.61,0.057028170546546776,0.5966272175698433,0.050775285634410555,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
United Kingdom,2007,0.7301433474661823,0.9318627742434152,0.03172074159907298,68789.06,91.58,19.34,48.87,3985.41,4.29,194.06,14801.69,0.004867065641878696,0.7079382656239186,0.061656160373578496,High,Medium,Low,Medium,Low_Recovery,Low_Consumption
Vietnam,2017,0.9383000201897842,0.41964444972947257,0.7081402085747394,58025.81,154.27,2.83,11.11,36513.48,7.49,109.68,47271.44,0.016443134002096294,0.8435877915426673,0.06485582782217619,High,Medium,Medium,Medium,Low_Recovery,Medium_Consumption
Finland,2011,0.40323036543508994,0.6121648136036626,0.5584443800695249,12140.46,460.33,10.9,11.17,38973.24,5.76,101.97,3018.88,0.05493572293835178,0.56490645258034,0.25084756433248706,Medium,Medium,Low,Medium,High_Recovery,Medium_Consumption
Kenya,2017,0.661175045427014,0.40240204530590407,0.5419322132097335,41944.62,348.08,5.54,41.27,1428.86,7.05,129.8,11043.43,0.03223638274214723,0.6256257641820657,0.15824763130550823,High,Low,Low,Medium,High_Recovery,Medium_Consumption
Norway,2002,0.28798707853825967,0.9101016707295321,0.48855735805330247,37161.5,452.8,25.79,43.71,25136.22,1.13,59.82,52487.66,0.09277418703065266,0.5924054721203313,0.7891151020274826,Medium,Medium,Low,Medium,High_Recovery,Low_Consumption
United States Minor Outlying Islands,2010,0.9714516454673936,0.07325049051667759,0.5662659327925841,19858.48,237.15,40.15,45.21,32816.83,11.59,179.3,20138.92,0.015403938824024596,0.6829307679885575,0.06733540986882057,High,Low,Low,Medium,Medium_Recovery,Medium_Consumption
Bermuda,2001,0.05681405208964266,0.3406266722159462,0.5428736964078795,35107.97,326.59,45.34,36.29,542.95,5.97,193.95,41002.84,0.019878204813049243,0.2566728954714283,0.17172155447050858,Low,Low,Low,Low,Medium_Recovery,Medium_Consumption
Martinique,2007,0.7797294568948114,0.31012545335632324,0.31988702201622254,65885.58,54.32,8.55,46.86,2372.86,2.67,151.08,25302.03,0.003475266576800193,0.5868226174821787,0.052302364904713954,High,Low,Low,Medium,Low_Recovery,Low_Consumption
Faroe Islands,2000,0.17573187966888756,0.6533087579523158,0.4666135573580533,77198.45,255.32,17.67,33.05,19828.95,9.58,198.82,60004.53,0.014927497774027907,0.4216439430641104,0.08706490803380859,Low,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Sudan,2004,0.49783969311528375,0.7113383673226709,0.8713789107763615,17756.27,98.09,24.69,25.45,8004.57,8.66,133.71,54875.35,0.008108242838429498,0.7571227535930976,0.03499102646705642,Medium,Medium,Medium,Medium,Low_Recovery,Medium_Consumption
Fiji,2019,0.009610337169392302,0.6052083952672572,0.5987108922363846,35621.92,296.87,43.82,24.09,16826.63,15.33,160.12,43293.99,0.02198575065140977,0.35015110618958617,0.0648879973907441,Low,Medium,Low,Low,Medium_Recovery,High_Consumption
Burundi,2019,0.857419745608722,0.3930079077234081,0.8642091541135573,82336.82,448.22,16.21,41.9,19870.85,4.79,145.98,35838.74,0.0370514110477377,0.8367591759521997,0.2855556853419286,High,Low,Medium,Medium,High_Recovery,Low_Consumption
Belgium,2013,0.9383807793256613,0.8905404601938284,0.15425840092699886,80476.81,277.74,17.04,22.31,683.34,6.26,184.54,5715.26,0.01766304347270176,0.8499088748933028,0.13968192386174216,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Palestinian Territory,2015,0.5218655360387645,0.7826862476960581,0.5301998841251448,62695.03,202.6,38.7,15.16,35526.48,3.56,68.4,57551.47,0.035708399184321955,0.6898516621680852,0.1626811241172899,Medium,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Dominica,2002,0.195396729254997,0.9421487603305786,0.44727694090382386,44605.88,168.5,5.81,24.11,38664.04,15.99,23.35,53663.84,0.08840078146663442,0.5387916118762541,0.03410942753438788,Low,Medium,Low,Medium,Low_Recovery,High_Consumption
Christmas Island,2003,0.7901877649909148,0.7492122004875438,0.8224942062572422,92497.11,22.21,49.13,5.33,24167.9,19.08,96.32,37489.87,0.0018780160302552548,0.9232703531962996,0.0012830184721404673,High,Medium,Medium,Medium,Low_Recovery,High_Consumption
China,2011,0.5141934181304261,0.5198287650871039,0.5407734646581691,24115.47,232.3,26.29,27.42,20493.68,18.16,8.98,50391.0,0.3194231839298627,0.5868456871294436,0.042329954617514785,Medium,Medium,Low,Medium,Medium_Recovery,High_Consumption
Taiwan,2011,0.7038562487381387,0.4484214281467388,0.4520567786790266,68850.56,449.34,49.64,37.89,36524.49,11.77,135.92,67534.2,0.039968181136163315,0.6392368560684707,0.12824853206229284,High,Medium,Low,Medium,High_Recovery,Medium_Consumption
New Caledonia,2017,0.6198263678578642,0.1623758844164338,0.7783893395133256,16443.13,448.94,11.05,37.05,40707.64,11.28,24.26,12852.37,0.22822419422179838,0.5841926776939579,0.13335781728208304,High,Low,Medium,Medium,High_Recovery,Medium_Consumption
Antigua and Barbuda,2002,0.6792247122955786,0.8567096735834473,0.5046349942062572,73120.19,442.45,2.79,17.12,3969.93,4.98,5.93,53027.23,0.9231469636998336,0.8003322029206172,0.27279811881354277,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Bhutan,2014,0.36192206743387856,0.11968606932635711,0.735515643105446,9495.63,54.19,19.99,46.7,11679.42,8.53,123.89,1298.7,0.004439612810097408,0.4066256026945347,0.018345994564173188,Medium,Low,Medium,Medium,Low_Recovery,Medium_Consumption
Cote d'Ivoire,2018,0.660004037956794,0.2304536536060408,0.8868771726535343,74218.58,168.8,43.38,30.94,19528.98,10.67,44.85,51049.11,0.04563763670819176,0.6681200544443675,0.051048206038430195,High,Low,Medium,Medium,Medium_Recovery,Medium_Consumption
French Southern Territories,2000,0.9836866545527965,0.24763660146263156,0.620002896871379,25061.78,327.8,6.68,6.51,34618.43,17.31,72.12,64772.01,0.05531764235774475,0.7747018248090987,0.06385740762896436,High,Low,Low,Medium,Medium_Recovery,High_Consumption
Peru,2015,0.08645265495659196,0.7451691539330519,0.36080533024333716,62479.24,358.62,16.24,6.7,39101.58,4.72,65.95,64512.93,0.06637255713944717,0.372574803331257,0.23072912522602573,Low,Medium,Low,Low,High_Recovery,Low_Consumption
Guyana,2004,0.27732687260246325,0.7511148106308342,0.6205098493626883,15620.03,90.36,3.16,26.75,6499.58,9.73,122.02,59739.48,0.008194097733265524,0.5666597457724871,0.02853493267312964,Medium,Medium,Low,Medium,Low_Recovery,Medium_Consumption
South Georgia and the South Sandwich Islands,2005,0.40201897839693135,0.20613591771211132,0.3168453070683661,83412.03,369.3,42.56,21.59,26997.55,9.52,39.83,33755.37,0.11386125280046817,0.32971139871271365,0.1279408342656882,Medium,Low,Low,Low,High_Recovery,Medium_Consumption
Spain,2004,0.6748233393902686,0.39461323503180923,0.055909617612977996,29480.82,54.68,43.72,31.11,49584.27,0.78,105.76,49171.17,0.00542570813574987,0.4755807783698986,0.11160325463689183,High,Low,Low,Medium,Low_Recovery,Low_Consumption
Chile,2013,0.40807591358772477,0.08983887270349011,0.9722624565469293,34983.87,356.05,17.33,48.28,17005.27,8.85,156.48,13773.68,0.027204146884203726,0.4968279235010496,0.13182510084646362,Medium,Low,Medium,Medium,High_Recovery,Medium_Consumption
Lebanon,2010,0.2010094891984656,0.9401272370533326,0.8221320973348784,80623.8,320.7,44.57,8.6,15489.99,17.52,153.65,47473.27,0.02487365694958683,0.6606224190832122,0.06167294486080096,Medium,Medium,Medium,Medium,Medium_Recovery,High_Consumption
Denmark,2015,0.014294367050272594,0.47155003270111184,0.18416859791425258,31206.69,51.8,6.05,37.86,3232.14,5.33,39.95,8405.39,0.015081627300667923,0.16891595727501324,0.02764830903247178,Low,Medium,Low,Low,Low_Recovery,Low_Consumption
Nicaragua,2007,0.7091055925701596,0.04768416671621381,0.6843858632676709,47647.84,356.57,38.54,28.69,49852.28,8.97,17.63,58597.21,0.24952547001254466,0.5607539160726231,0.13039859006440985,High,Low,Medium,Medium,High_Recovery,Medium_Consumption
Mauritania,2018,0.9266707046234608,0.7725191747428504,0.7680330243337196,33855.8,366.17,37.53,43.67,32530.18,4.84,170.04,68709.78,0.025693879938713287,0.9929406879368814,0.230746032077162,High,Medium,Medium,Medium,High_Recovery,Low_Consumption
Macao,2017,0.5536038764385223,0.5229205065699506,0.1479577056778679,74261.29,487.84,2.1,38.78,18585.09,18.59,135.74,30262.34,0.043535445251423735,0.48543151775209353,0.08993411885608535,Medium,Medium,Low,Medium,High_Recovery,High_Consumption
Rwanda,2000,0.7317989097516658,0.9999999999999999,0.27875144843568944,21975.66,309.92,38.17,17.57,42740.43,18.95,191.57,36483.32,0.019059536648469894,0.8140125037488175,0.055035863438141625,High,Medium,Low,Medium,Medium_Recovery,High_Consumption
Palestinian Territory,2012,0.5632142136079146,0.09834116178131874,0.40715527230590964,55096.0,88.35,32.3,28.26,17333.11,18.32,195.19,29122.88,0.0046282688944918205,0.40874801024292334,0.014198613778104618,Medium,Low,Low,Medium,Low_Recovery,High_Consumption
Nepal,2002,0.5872400565313952,0.618051013734467,0.318148899188876,75285.16,279.67,11.28,28.55,42138.49,18.02,79.49,53537.25,0.04259877062707503,0.5957736406210348,0.05194065087601133,Medium,Medium,Low,Medium,Medium_Recovery,High_Consumption
Latvia,2019,0.3495659196446599,0.07848266841072599,0.08929606025492468,55331.21,31.51,10.83,32.45,38142.43,8.65,98.6,22685.34,0.002980202315402471,0.17772856253027886,0.009326927323902804,Medium,Low,Low,Low,Low_Recovery,Medium_Consumption
Bolivia,2012,0.8220472440944884,0.9348950591592843,0.6596900347624565,62681.16,93.73,15.04,16.04,14852.95,1.36,121.03,33147.22,0.008613995254231234,0.9616582462454148,0.1451206414459432,High,Medium,Medium,Medium,Low_Recovery,Low_Consumption
Sweden,2005,0.22721582879063199,0.3873000772935371,0.03606604866743915,99237.91,174.24,27.08,33.38,10554.46,19.83,102.8,36861.2,0.02001511696064719,0.21069508847209723,0.028324855907196363,Medium,Low,Low,Low,Medium_Recovery,High_Consumption
Mexico,2014,0.9709670906521302,0.22510256257803674,0.9424971031286211,69812.04,436.94,38.87,34.87,27946.54,14.8,12.15,35211.31,0.44443895743334955,0.8614206288785842,0.10018614357307745,High,Low,Medium,Medium,High_Recovery,High_Consumption
Latvia,2011,0.457863920856047,0.7388073012664248,0.1727983777520278,67157.8,432.71,33.89,35.09,48391.89,10.33,133.69,25926.28,0.03911049089886993,0.522412162318038,0.1394409972072065,Medium,Medium,Low,Medium,High_Recovery,Medium_Consumption
Holy See (Vatican City State),2011,0.40658186957399567,0.4412271835424223,0.023392236384704515,38284.06,89.44,14.36,35.78,33206.34,8.8,80.11,20890.72,0.012850267013758255,0.33005744342169013,0.03116238633932622,Medium,Medium,Low,Low,Low_Recovery,Medium_Consumption
Dominican Republic,2007,0.003472642842721585,0.12105357036684705,0.10023174971031285,90697.99,80.86,8.72,29.26,15294.08,8.19,143.48,50827.42,0.00600217905091017,0.0,0.029941066117019056,Low,Low,Low,Low,Low_Recovery,Medium_Consumption
Germany,2007,0.17548960226125584,0.5257149652179083,0.1859791425260718,53153.11,386.89,6.61,31.08,19810.18,16.29,86.1,6675.11,0.05467722018417472,0.282603178997393,0.08052383255661628,Low,Medium,Low,Low,High_Recovery,High_Consumption
Guyana,2011,0.5098324247930548,0.1657054521671919,0.023899188876013888,26290.18,35.14,47.96,32.59,5785.02,14.08,77.84,35066.18,0.004613442641710781,0.28230327358294677,0.005843510099821973,Medium,Low,Low,Low,Low_Recovery,High_Consumption
Honduras,2017,0.562729658792651,0.028836434984244014,0.6423812282734647,6950.89,160.95,28.42,45.66,34597.71,2.41,3.43,27549.9,0.5802119161300717,0.4564329711398712,0.17299893866860896,Medium,Low,Low,Medium,Low_Recovery,Low_Consumption
Cuba,2001,0.5067231980617808,0.3539449432189785,0.3856460023174971,20868.91,367.78,6.02,29.08,24581.93,10.16,69.64,32529.26,0.06443300797824812,0.4687983020739613,0.11993359698625752,Medium,Low,Low,Medium,High_Recovery,Medium_Consumption
El Salvador,2005,0.3419745608721988,0.9184255901064272,0.48841251448435696,69956.14,480.87,27.58,5.49,44318.1,2.12,62.31,51796.04,0.0946073481264894,0.6264332018363441,0.5713390537369237,Medium,Medium,Low,Medium,High_Recovery,Low_Consumption
Luxembourg,2019,0.11689884918231377,0.866817289969677,0.6243482039397451,27856.86,151.5,27.92,25.43,22180.2,15.19,89.67,48406.21,0.01994806856397331,0.5211202620711928,0.03202331615952845,Low,Medium,Low,Medium,Low_Recovery,High_Consumption
Puerto Rico,2004,0.5169392287502524,0.465485462869374,0.5901651216685979,47031.12,98.54,14.28,45.77,9878.49,14.02,112.65,59035.22,0.009856390416007731,0.5830622649779684,0.021603227011096095,Medium,Medium,Low,Medium,Low_Recovery,High_Consumption
Kuwait,2008,0.25891378962245115,0.8735358820381712,0.0414252607184241,94572.47,450.29,47.22,30.83,2267.07,8.43,43.92,16585.27,0.12600667452348546,0.4191754908067456,0.1750530541939481,Medium,Medium,Low,Medium,High_Recovery,Medium_Consumption
Kenya,2016,0.5418130426004443,0.9382246269100422,0.215454808806489,7593.18,480.61,40.4,19.92,1755.55,4.75,177.67,29102.47,0.032526296482228406,0.6613375781484301,0.30854721484200015,Medium,Medium,Low,Medium,High_Recovery,Low_Consumption
Indonesia,2006,0.7997173430244298,0.5477138949997027,0.7195104287369641,66376.91,11.73,29.13,20.88,49820.99,7.49,148.56,68962.4,0.0,0.8177267169584976,0.0023095502921426556,High,Medium,Medium,Medium,Low_Recovery,Medium_Consumption
Kiribati,2015,0.25132243084998995,0.1298531422795648,0.004924681344148307,66635.18,385.04,9.39,49.0,12305.01,5.16,83.71,30529.35,0.05599250250009998,0.1146561469075138,0.23002386800719862,Medium,Low,Low,Low,High_Recovery,Low_Consumption
Moldova,2017,0.44575005047446004,0.9519590938819192,0.9254779837775202,91374.01,15.98,16.26,18.26,19743.99,19.98,89.06,60117.39,0.0012444128787617657,0.8379587976099845,0.0,Medium,Medium,Medium,Medium,Low_Recovery,High_Consumption
Peru,2000,0.379446799919241,0.5383792139841846,0.6565034762456546,36661.7,253.84,44.72,12.54,39740.59,0.81,33.59,62738.07,0.09262105279456961,0.5539253004821558,0.5196234611954924,Medium,Medium,Medium,Medium,Medium_Recovery,Low_Consumption
Norfolk Island,2017,0.48701796890773275,0.5904631666567572,0.9330098493626882,11681.25,254.33,27.49,36.28,32348.68,13.55,145.87,56368.11,0.020617027327486395,0.7236717650587121,0.062281340711473836,Medium,Medium,Medium,Medium,Medium_Recovery,High_Consumption
Romania,2008,0.24437714516454676,0.454723824246388,0.8353128621089223,29957.06,405.65,3.49,31.89,25234.37,3.66,179.65,65796.66,0.026989019547605915,0.5012572957759476,0.32145574205851085,Medium,Medium,Medium,Medium,High_Recovery,Low_Consumption
Spain,2004,0.3416919038966284,0.7502229621261669,0.46625144843568944,88456.83,307.91,2.42,18.68,48265.22,9.46,145.99,26353.46,0.025144976850842122,0.5539483701294206,0.10682655740618013,Medium,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Norfolk Island,2010,0.7817484352917425,0.8800166478387538,0.6394843568945539,39265.8,251.8,45.26,40.33,40683.02,11.62,83.42,1882.22,0.036407851579613904,0.9109050222622095,0.0714932432659267,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Mali,2005,0.6868564506359783,0.43296272073250497,0.35761877172653533,97999.49,116.27,3.47,16.72,48345.42,11.88,167.27,47516.96,0.007631406976975832,0.5934436062472603,0.030792243324128422,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
Papua New Guinea,2003,0.9038158691702001,0.6399310303823057,0.7455098493626884,51345.49,333.14,19.8,33.32,1312.71,19.54,119.99,47374.59,0.03340973050156523,0.9212632938842362,0.05758495654664026,High,Medium,Medium,Medium,Medium_Recovery,High_Consumption
Philippines,2003,0.869008681607107,0.5327902966882692,0.894481460023175,71259.19,232.33,5.22,31.02,17294.61,9.54,29.58,28349.51,0.09630310897100232,0.9072600179943247,0.0792802071161326,High,Medium,Medium,Medium,Medium_Recovery,Medium_Consumption
Moldova,2012,0.4853220270543107,0.9120042808728225,0.8251013904982619,90483.33,226.52,20.2,30.78,17217.07,3.2,61.34,37063.7,0.04476076306074206,0.8130897178582137,0.19808545437457475,Medium,Medium,Medium,Medium,Medium_Recovery,Low_Consumption
Western Sahara,2016,0.25903492832626696,0.48011177834591834,0.7969293163383546,48981.55,304.6,35.53,34.53,36190.09,14.21,197.69,47679.79,0.0181059150959038,0.5072554040648718,0.07176833419040003,Medium,Medium,Medium,Medium,Medium_Recovery,High_Consumption
Mauritania,2013,0.38509993943064813,0.22284321303287946,0.050767670915411345,60113.53,13.22,44.67,18.13,20572.64,4.11,105.53,9226.03,0.0005736375444853501,0.24176990333817788,0.006800360917933181,Medium,Low,Low,Low,Low_Recovery,Low_Consumption
Czech Republic,2008,0.7949121744397336,0.0837743028717522,0.6171784472769409,9714.05,442.26,31.84,38.18,10978.07,17.5,67.75,28241.99,0.07987381918527843,0.6023715597388515,0.08622155596196623,High,Low,Low,Medium,High_Recovery,High_Consumption
Afghanistan,2006,0.22128003230365437,0.30447707949343006,0.5280272305909618,20688.64,146.28,34.82,6.23,32865.57,12.72,186.7,48957.56,0.008726294768057622,0.33187994555563244,0.03688190048020284,Medium,Low,Low,Low,Low_Recovery,High_Consumption
Pitcairn Islands,2002,0.7066020593579649,0.4098935727451096,0.736167439165701,96712.35,318.03,22.85,26.81,26394.42,14.23,118.55,68452.39,0.03224878633668757,0.7163586868756775,0.07495546130133621,High,Medium,Medium,Medium,Medium_Recovery,High_Consumption
Barbados,2013,0.806541490006057,0.15066294072180275,0.8377027809965237,56508.07,411.86,18.43,10.71,47034.44,0.53,75.78,52158.82,0.06633772083647282,0.7052160472466376,1.0,High,Low,Medium,Medium,High_Recovery,Low_Consumption
Cuba,2009,0.41514233797698386,0.0039241334205362965,0.07068366164542295,71534.45,111.74,17.28,8.46,43574.9,12.73,2.32,62577.51,0.5955651878994594,0.18033543267123447,0.02748114590375602,Medium,Low,Low,Low,Low_Recovery,High_Consumption
Saint Kitts and Nevis,2011,0.3552190591560672,0.5222070277662167,0.2106025492468134,4935.49,100.57,10.71,40.27,27059.79,8.01,128.12,12641.9,0.008744430831613824,0.3917687498558147,0.03874547226606655,Medium,Medium,Low,Low,Low_Recovery,Medium_Consumption
Saint Helena,2012,0.5395114072279428,0.7597360128426185,0.5183951332560834,92304.74,36.98,38.16,16.34,37182.05,13.97,55.39,26095.99,0.00729111943725492,0.6872678616743948,0.006365196454791253,Medium,Medium,Low,Medium,Low_Recovery,High_Consumption
Solomon Islands,2008,0.7062386432465174,0.13104227361912124,0.09429316338354579,31187.82,181.02,40.66,32.71,12032.79,10.85,35.8,14736.96,0.061649495416328866,0.4034881306664821,0.05407140423068527,High,Low,Low,Medium,Medium_Recovery,Medium_Consumption
Latvia,2004,0.2646476882697356,0.2831321719483917,0.22588354577056782,49503.35,81.23,4.85,17.38,4065.66,6.28,92.96,14818.18,0.009844895363067556,0.25212817496020484,0.03873029074831204,Medium,Low,Low,Low,Low_Recovery,Medium_Consumption
Bangladesh,2002,0.2887946698970322,0.5341577977287592,0.38238702201622254,74694.68,25.89,46.22,16.56,36905.26,15.18,114.02,59238.04,0.0018344168049958794,0.41317738251782127,0.003123542416046157,Medium,Medium,Low,Medium,Low_Recovery,High_Consumption
Korea,2011,0.4014940440137291,0.688447589036209,0.18749999999999997,2818.85,293.27,38.46,38.36,24700.29,14.11,183.06,28895.94,0.01886450128231082,0.47535008189724776,0.06946865555336913,Medium,Medium,Low,Medium,Medium_Recovery,High_Consumption
Vanuatu,2002,0.754694124772865,0.4905166775670372,0.6576622247972189,68746.82,305.61,28.82,32.17,1443.62,12.44,40.65,17068.01,0.09213887886029723,0.7501095808245088,0.08187362188456888,High,Medium,Medium,Medium,Medium_Recovery,High_Consumption
Croatia,2010,0.3440339188370686,0.756882097627683,0.5695973348783314,36182.44,172.24,5.55,45.96,45405.35,11.72,166.62,30304.59,0.011825529509567624,0.5907905968117748,0.04760758622910208,Medium,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
